3 qid:9139 1:15.459973 13:6.700198 14:0.0 15:0.0 16:5.0592294 17:9.7657385 18:8.225579 19:6.4117546 # docid:443
0 qid:9086 1:5.369617 13:3.201214 14:0.0 15:0.0 16:1.590591 17:0.0 18:0.0 19:1.248456 # docid:484
0 qid:9086 1:5.2746973 13:3.5951936 14:0.0 15:0.0 16:1.419694 17:0.0 18:0.0 19:1.5315118 # docid:645
0 qid:9086 1:5.0757623 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:1.248456 # docid:197
0 qid:9086 1:5.0757623 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:1.248456 # docid:196
0 qid:9086 1:4.9218717 13:1.6144202 14:0.0 15:0.0 16:2.263996 17:2.869866 18:0.0 19:2.8283439 # docid:149
0 qid:9086 1:4.9218717 13:1.1559619 14:0.0 15:0.0 16:1.9797993 17:2.869866 18:2.4126542 19:2.566975 # docid:580
2 qid:9086 1:4.89187 13:0.0 14:0.0 15:0.0 16:1.9770541 17:0.0 18:0.0 19:0.0 # docid:836
0 qid:9086 1:4.8409777 13:1.4804273 14:0.0 15:0.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:123
2 qid:9086 1:4.7873554 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:2.4902735 # docid:727
0 qid:9086 1:4.749633 13:0.0 14:0.0 15:0.0 16:3.1340237 17:1.0780797 18:0.0 19:1.4527704 # docid:204
0 qid:9086 1:4.749633 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:227
2 qid:9086 1:4.749633 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:1.248456 # docid:781
0 qid:9086 1:4.71478 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:278
0 qid:9086 1:4.6948423 13:1.1559619 14:0.0 15:0.0 16:1.538698 17:1.7917861 18:0.0 19:0.0 # docid:458
0 qid:9086 1:4.6948423 13:1.1559619 14:0.0 15:0.0 16:1.9797993 17:1.7917861 18:0.0 19:1.3755734 # docid:581
0 qid:9086 1:4.587412 13:5.5921464 14:0.0 15:0.0 16:2.6929224 17:0.0 18:0.0 19:0.0 # docid:849
0 qid:9086 1:4.563213 13:1.4804273 14:0.0 15:0.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:6
0 qid:9086 1:4.5244427 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:1.248456 # docid:325
0 qid:9086 1:4.5227385 13:1.1559619 14:0.0 15:0.0 16:2.263996 17:2.869866 18:0.0 19:2.8283439 # docid:679
0 qid:9086 1:4.359087 13:4.982154 14:0.0 15:0.0 16:2.2207 17:0.0 18:0.0 19:0.0 # docid:315
0 qid:9086 1:4.359087 13:4.4361844 14:1.0 15:1.0 16:1.9770541 17:0.0 18:0.0 19:0.0 # docid:465
0 qid:9086 1:4.359087 13:1.1559619 14:0.0 15:0.0 16:1.9797993 17:1.7917861 18:0.0 19:1.7273253 # docid:833
0 qid:9086 1:4.310985 13:1.4804273 14:0.0 15:0.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:93
2 qid:9086 1:4.310985 13:1.1559619 14:0.0 15:0.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:724
0 qid:9086 1:4.285842 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:463
0 qid:9086 1:4.2176075 13:1.6144202 14:0.0 15:0.0 16:2.263996 17:2.869866 18:0.0 19:2.8283439 # docid:77
0 qid:9086 1:4.2176075 13:1.6144202 14:0.0 15:0.0 16:3.4182203 17:1.0780797 18:0.0 19:0.0 # docid:133
0 qid:9086 1:4.08518 13:1.2982284 14:0.0 15:0.0 16:2.2237835 17:3.3412237 18:3.0120058 19:3.551588 # docid:788
3 qid:9149 1:16.96074 13:0.0 14:0.0 15:0.0 16:5.664321 17:0.0 18:0.0 19:7.4198203 # docid:493
3 qid:9149 1:14.684813 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:491
0 qid:9149 1:13.95392 13:5.160599 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:295
0 qid:9149 1:12.852941 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:490
0 qid:9149 1:12.005453 13:5.160599 14:0.0 15:0.0 16:4.220026 17:0.0 18:0.0 19:1.6476319 # docid:723
3 qid:9149 1:11.826524 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:495
3 qid:9149 1:11.58869 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:492
0 qid:9149 1:11.237829 13:5.160599 14:0.0 15:0.0 16:4.220026 17:0.0 18:0.0 19:1.6476319 # docid:561
3 qid:9149 1:11.011898 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:494
0 qid:9149 1:9.653478 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:489
0 qid:9149 1:9.604823 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:350
0 qid:9149 1:8.460038 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:474
1 qid:9149 1:8.348593 13:4.3172164 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:2.6079113 # docid:369
1 qid:9149 1:7.9113016 13:4.3172164 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.89029306 # docid:370
0 qid:9149 1:7.8116817 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:741
0 qid:9149 1:6.3523493 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:216
0 qid:9149 1:6.337564 13:0.0 14:0.0 15:0.0 16:1.0541416 17:0.0 18:0.0 19:1.1179526 # docid:752
0 qid:9149 1:6.2564707 13:4.3172164 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:1.1430436 # docid:294
0 qid:9149 1:5.8904114 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:745
1 qid:9149 1:5.7418613 13:0.0 14:0.0 15:0.0 16:5.664321 17:0.0 18:0.0 19:7.4198203 # docid:482
0 qid:9149 1:5.6637545 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:87
0 qid:9149 1:5.5457745 13:6.4316573 14:0.0 15:0.0 16:1.2265432 17:0.0 18:0.0 19:1.1179526 # docid:14
0 qid:9149 1:5.319561 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:1.1430436 # docid:299
0 qid:9149 1:5.2597814 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:195
0 qid:9149 1:4.9877605 13:0.0 14:0.0 15:0.0 16:5.0428557 17:0.0 18:0.0 19:0.80802065 # docid:191
0 qid:9149 1:4.9877605 13:0.0 14:0.0 15:0.0 16:5.0428557 17:0.0 18:0.0 19:0.80802065 # docid:192
0 qid:9149 1:4.9648104 13:0.0 14:0.0 15:0.0 16:5.664321 17:0.0 18:0.0 19:0.89029306 # docid:259
1 qid:9149 1:4.9408383 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:423
0 qid:9149 1:4.9408383 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.58995014 # docid:193
0 qid:9149 1:4.9408383 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:194
0 qid:9149 1:4.8755946 13:0.0 14:0.0 15:0.0 16:5.0428557 17:0.0 18:0.0 19:0.73966753 # docid:744
0 qid:9149 1:4.792966 13:0.0 14:0.0 15:0.0 16:5.0428557 17:0.0 18:0.0 19:0.80802065 # docid:292
0 qid:9149 1:4.779183 13:0.0 14:0.0 15:0.0 16:1.0541416 17:0.0 18:0.0 19:0.99121886 # docid:108
0 qid:9149 1:4.779183 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:140
0 qid:9149 1:4.779183 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.89029306 # docid:385
0 qid:9149 1:4.779183 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.6326344 # docid:417
0 qid:9149 1:4.7697935 13:0.0 14:0.0 15:0.0 16:4.220026 17:0.0 18:0.0 19:1.7998906 # docid:746
0 qid:9149 1:4.731493 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:680
0 qid:9149 1:4.717702 13:0.0 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:0.99121886 # docid:616
0 qid:9149 1:4.717702 13:5.5290103 14:0.0 15:0.0 16:1.0541416 17:0.0 18:0.0 19:1.1179526 # docid:607
0 qid:9149 1:4.6677375 13:0.0 14:0.0 15:0.0 16:4.220026 17:0.0 18:0.0 19:1.6476319 # docid:507
1 qid:9149 1:4.5735903 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.89029306 # docid:366
0 qid:9149 1:4.5735903 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:522
0 qid:9149 1:4.4836617 13:0.0 14:0.0 15:0.0 16:5.664321 17:0.0 18:0.0 19:7.4198203 # docid:333
0 qid:9149 1:4.4836617 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:505
0 qid:9149 1:4.41327 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:1.1430436 # docid:673
0 qid:9149 1:4.33403 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:228
1 qid:9149 1:4.33403 13:0.0 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:7.4198203 # docid:320
0 qid:9149 1:4.303444 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:323
0 qid:9149 1:4.260501 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:1.0108936 # docid:293
3 qid:9112 1:21.43626 13:2.306387 14:1.0 15:1.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:309
0 qid:9112 1:11.086194 13:2.306387 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:247
3 qid:9112 1:10.340182 13:2.306387 14:1.0 15:1.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:310
0 qid:9112 1:10.219996 13:0.0 14:0.0 15:0.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:27
2 qid:9112 1:8.447173 13:2.306387 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:0.0 # docid:314
0 qid:9112 1:7.4228888 13:2.306387 14:1.0 15:1.0 16:1.1569695 17:1.0780797 18:0.0 19:0.0 # docid:32
0 qid:9112 1:6.9635286 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:276
1 qid:9112 1:6.6487937 13:2.306387 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:478
0 qid:9112 1:6.31787 13:2.306387 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:378
0 qid:9112 1:6.2818103 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:281
0 qid:9112 1:6.2818103 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:303
0 qid:9112 1:6.2818103 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:320
2 qid:9112 1:5.979707 13:0.0 14:0.0 15:0.0 16:1.3320849 17:1.0780797 18:0.0 19:0.0 # docid:312
1 qid:9112 1:5.979707 13:2.306387 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.2069812 # docid:412
0 qid:9112 1:5.8241444 13:2.5902383 14:0.0 15:0.0 16:1.2995508 17:1.2551477 18:0.0 19:1.6174599 # docid:12
0 qid:9112 1:5.821332 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:273
0 qid:9112 1:5.821332 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:850
0 qid:9112 1:5.5342646 13:2.306387 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:248
0 qid:9112 1:5.5342646 13:0.0 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:250
0 qid:9112 1:5.5033236 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:7
0 qid:9112 1:5.3246546 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:237
0 qid:9112 1:5.3246546 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:733
0 qid:9112 1:4.966229 13:2.306387 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:296
0 qid:9112 1:4.8793573 13:2.306387 14:1.0 15:1.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:588
0 qid:9112 1:4.736023 13:0.0 14:0.0 15:0.0 16:0.49546134 17:0.0 18:0.0 19:0.0 # docid:171
0 qid:9112 1:4.736023 13:0.0 14:0.0 15:0.0 16:0.6162168 17:0.0 18:0.0 19:0.0 # docid:767
0 qid:9112 1:4.530828 13:0.0 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:290
0 qid:9112 1:4.487955 13:0.0 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:21
0 qid:9112 1:4.487955 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:479
0 qid:9112 1:4.487955 13:0.0 14:0.0 15:1.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:584
0 qid:9112 1:4.487955 13:0.0 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:377
0 qid:9112 1:4.487955 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:577
0 qid:9112 1:4.417221 13:2.306387 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.6174599 # docid:569
0 qid:9112 1:4.3936462 13:0.0 14:0.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:207
0 qid:9112 1:4.3936462 13:2.306387 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:254
0 qid:9112 1:4.2657375 13:0.0 14:0.0 15:0.0 16:0.65752363 17:0.0 18:0.0 19:0.0 # docid:109
0 qid:9112 1:4.2657375 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:304
0 qid:9112 1:4.2645807 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:59
0 qid:9112 1:4.2645807 13:0.0 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:845
0 qid:9112 1:4.2645807 13:0.0 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:844
0 qid:9112 1:4.185851 13:2.306387 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.6174599 # docid:649
0 qid:9112 1:4.185851 13:2.306387 14:1.0 15:1.0 16:1.3320849 17:1.0780797 18:0.0 19:0.0 # docid:682
0 qid:9112 1:4.185851 13:2.306387 14:1.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:699
0 qid:9112 1:4.1853347 13:2.306387 14:0.0 15:0.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:575
0 qid:9112 1:4.0299525 13:0.0 14:0.0 15:1.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:106
0 qid:9112 1:4.0299525 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:108
2 qid:9112 1:4.0299525 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:313
0 qid:9112 1:3.9775128 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:732
2 qid:9112 1:3.8657918 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:382
0 qid:9112 1:3.8657918 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:551
3 qid:9141 1:17.454094 13:4.0183597 14:1.0 15:1.0 16:1.419694 17:0.0 18:0.0 19:1.7273253 # docid:453
3 qid:9141 1:12.896592 13:3.5780077 14:1.0 15:1.0 16:1.6456594 17:2.2386723 18:0.0 19:0.80802065 # docid:454
3 qid:9141 1:9.829996 13:3.5780077 14:1.0 15:1.0 16:1.6456594 17:2.2386723 18:0.0 19:0.80802065 # docid:455
3 qid:9141 1:8.510605 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:452
0 qid:9141 1:7.80589 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.6819769 # docid:209
1 qid:9141 1:6.8715377 13:3.9901288 14:0.0 15:0.0 16:2.4134207 17:3.49126 18:1.6654812 19:2.3914995 # docid:450
1 qid:9141 1:6.8715377 13:3.9901288 14:0.0 15:0.0 16:2.4134207 17:3.49126 18:1.6654812 19:2.3914995 # docid:447
0 qid:9141 1:6.5854545 13:0.0 14:0.0 15:0.0 16:2.5350842 17:0.0 18:0.0 19:0.0 # docid:172
0 qid:9141 1:6.1728683 13:0.0 14:0.0 15:1.0 16:2.9761858 17:2.5131984 18:0.0 19:1.7273253 # docid:476
0 qid:9141 1:5.3888593 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:5
0 qid:9141 1:5.1881857 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:56
0 qid:9141 1:4.494039 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.0 # docid:139
0 qid:9141 1:4.4555545 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:1.3755734 # docid:136
1 qid:9141 1:4.4555545 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:502
2 qid:9141 1:4.4060564 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:338
2 qid:9141 1:4.2789464 13:0.0 14:0.0 15:1.0 16:1.590591 17:0.0 18:0.0 19:0.0 # docid:337
1 qid:9141 1:4.265474 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:1.3755734 # docid:503
0 qid:9141 1:4.253072 13:3.5780077 14:1.0 15:1.0 16:1.590591 17:0.0 18:0.0 19:1.3755734 # docid:317
1 qid:9141 1:4.253072 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:395
0 qid:9141 1:4.2316585 13:0.0 14:0.0 15:0.0 16:0.49546134 17:0.0 18:0.0 19:0.0 # docid:759
0 qid:9141 1:4.162515 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.6326344 # docid:138
0 qid:9141 1:4.162515 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:140
2 qid:9141 1:4.1352105 13:3.5780077 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:1.3755734 # docid:437
0 qid:9141 1:4.1352105 13:3.5780077 14:1.0 15:1.0 16:1.1494895 17:0.0 18:0.0 19:1.3755734 # docid:567
0 qid:9141 1:4.083917 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.0 # docid:137
1 qid:9141 1:4.083917 13:0.0 14:0.0 15:0.0 16:2.5350842 17:0.0 18:0.0 19:1.3755734 # docid:504
0 qid:9141 1:4.02104 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.0 # docid:846
0 qid:9141 1:4.02104 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:841
0 qid:9141 1:4.02104 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.89029306 # docid:250
2 qid:9141 1:3.9444869 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:363
2 qid:9141 1:3.9444869 13:0.0 14:0.0 15:0.0 16:1.6456594 17:2.2386723 18:0.0 19:0.80802065 # docid:340
1 qid:9141 1:3.9444869 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.0 # docid:505
0 qid:9141 1:3.9186122 13:3.5780077 14:1.0 15:1.0 16:1.1494895 17:0.0 18:0.0 19:1.3755734 # docid:318
0 qid:9141 1:3.9186122 13:3.5780077 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:1.3755734 # docid:700
1 qid:9141 1:3.9062278 13:0.0 14:0.0 15:1.0 16:1.2639312 17:0.0 18:0.0 19:0.0 # docid:468
2 qid:9141 1:3.7481618 13:0.0 14:0.0 15:0.0 16:1.6456594 17:2.2386723 18:0.0 19:0.80802065 # docid:336
1 qid:9141 1:3.7481618 13:0.0 14:0.0 15:1.0 16:1.4390465 17:0.0 18:0.0 19:1.5315118 # docid:451
1 qid:9141 1:3.7481618 13:0.0 14:0.0 15:1.0 16:1.419694 17:0.0 18:0.0 19:1.7273253 # docid:466
0 qid:9141 1:3.7235746 13:3.5780077 14:0.0 15:0.0 16:2.086761 17:0.0 18:0.0 19:2.2658665 # docid:25
0 qid:9141 1:3.7235746 13:0.0 14:0.0 15:0.0 16:2.9761858 17:2.5131984 18:0.0 19:0.99121886 # docid:207
0 qid:9141 1:3.7235746 13:3.5780077 14:1.0 15:1.0 16:2.5350842 17:0.0 18:0.0 19:1.7273253 # docid:822
0 qid:9141 1:3.7235746 13:3.5780077 14:1.0 15:1.0 16:1.590591 17:0.0 18:0.0 19:1.766093 # docid:847
0 qid:9141 1:3.6160536 13:2.857024 14:0.0 15:0.0 16:1.2639312 17:1.5293598 18:1.6654812 19:0.80802065 # docid:38
0 qid:9141 1:3.6160536 13:3.6589582 14:0.0 15:0.0 16:1.6192445 17:2.0317357 18:0.0 19:0.99121886 # docid:52
0 qid:9141 1:3.6160536 13:2.857024 14:0.0 15:0.0 16:1.4390465 17:1.5293598 18:1.6654812 19:0.80802065 # docid:199
1 qid:9141 1:3.5704536 13:0.0 14:0.0 15:0.0 16:2.3920121 17:0.0 18:0.0 19:0.0 # docid:364
2 qid:9141 1:3.5704536 13:0.0 14:0.0 15:1.0 16:2.9761858 17:2.5131984 18:0.0 19:1.7273253 # docid:339
1 qid:9141 1:3.5704536 13:0.0 14:0.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:361
1 qid:9141 1:3.5704536 13:0.0 14:0.0 15:1.0 16:1.9723192 17:2.2386723 18:0.0 19:0.80802065 # docid:470
1 qid:9141 1:3.4287364 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:362
2 qid:9035 1:6.9721756 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:33
0 qid:9035 1:5.6997786 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:590
0 qid:9035 1:5.4467463 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:402
2 qid:9035 1:5.3854575 13:1.1559619 14:1.0 15:1.0 16:1.6162815 17:1.4935193 18:0.0 19:2.1457052 # docid:74
2 qid:9035 1:5.3854575 13:1.1559619 14:1.0 15:1.0 16:1.6162815 17:1.4935193 18:0.0 19:2.1457052 # docid:73
0 qid:9035 1:5.3854575 13:0.0 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:248
0 qid:9035 1:5.353418 13:0.0 14:0.0 15:0.0 16:0.65752363 17:0.0 18:0.0 19:0.0 # docid:774
2 qid:9035 1:5.3458242 13:1.6144202 14:1.0 15:1.0 16:1.4411662 17:1.0780797 18:0.0 19:1.4527704 # docid:153
2 qid:9035 1:5.3458242 13:1.6144202 14:1.0 15:1.0 16:1.4411662 17:1.0780797 18:0.0 19:1.4527704 # docid:75
0 qid:9035 1:5.1323996 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:280
0 qid:9035 1:5.106596 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:589
2 qid:9035 1:5.086116 13:1.6144202 14:1.0 15:1.0 16:1.4411662 17:1.0780797 18:0.0 19:1.4527704 # docid:149
0 qid:9035 1:5.086116 13:1.1559619 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:0.0 # docid:337
3 qid:9035 1:5.0143003 13:1.4804273 14:1.0 15:1.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:165
3 qid:9035 1:5.0143003 13:1.4804273 14:1.0 15:1.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:161
3 qid:9035 1:5.0143003 13:1.4804273 14:1.0 15:1.0 16:1.4822142 17:1.5018107 18:0.0 19:1.8242626 # docid:162
3 qid:9035 1:5.0143003 13:1.1559619 14:1.0 15:1.0 16:1.1569695 17:1.0780797 18:0.0 19:1.6174599 # docid:164
0 qid:9035 1:5.0143003 13:1.1559619 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:356
0 qid:9035 1:4.8890624 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:663
0 qid:9035 1:4.8524303 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:812
0 qid:9035 1:4.8524303 13:1.1559619 14:0.0 15:0.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:813
0 qid:9035 1:4.8524303 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:815
0 qid:9035 1:4.792605 13:0.0 14:0.0 15:0.0 16:1.4411662 17:0.0 18:0.0 19:0.0 # docid:794
2 qid:9035 1:4.792605 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:3
2 qid:9035 1:4.751656 13:0.0 14:0.0 15:1.0 16:1.3320849 17:1.0780797 18:0.0 19:0.0 # docid:151
0 qid:9035 1:4.751656 13:1.2982284 14:0.0 15:0.0 16:1.2995508 17:1.2551477 18:0.0 19:1.8242626 # docid:367
0 qid:9035 1:4.751656 13:1.1559619 14:0.0 15:0.0 16:1.3320849 17:1.0780797 18:0.0 19:0.0 # docid:368
0 qid:9035 1:4.7268314 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:615
