3 qid:9139 1:15.459973 2:4.8894606 3:15.383828 4:20.733849 9:0.7036993 10:0.0 11:0.0 16:5.0592294 17:9.7657385 18:8.225579 # docid:443
3 qid:9129 1:8.164315 2:2.8822157 3:2.996234 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:394
0 qid:9129 1:7.4105206 2:2.5264595 3:1.2376966 4:0.0 9:0.44799113 10:0.0 11:0.0 16:2.4897869 17:0.0 18:0.0 # docid:210
0 qid:9129 1:7.195628 2:1.0259396 3:1.1689513 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:822
0 qid:9129 1:7.144202 2:2.1647053 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:474
0 qid:9129 1:7.144202 2:4.885497 3:2.281107 4:0.0 9:0.0 10:0.0 11:0.0 16:1.8861123 17:0.0 18:0.0 # docid:718
0 qid:9129 1:7.126464 2:3.712442 3:1.1689513 4:0.0 9:0.44799113 10:0.0 11:0.0 16:3.5317717 17:0.0 18:0.0 # docid:273
0 qid:9129 1:7.048334 2:5.6968265 3:5.609648 4:0.0 9:0.5912134 10:0.0 11:0.0 16:3.5317717 17:0.0 18:0.0 # docid:491
1 qid:9129 1:7.0015078 2:6.674119 3:7.2408476 4:2.5537841 9:3.1834366 10:3.6844828 11:0.0 16:3.977228 17:2.676258 18:0.0 # docid:349
1 qid:9129 1:6.9174547 2:4.757025 3:2.4258401 4:0.0 9:2.7446983 10:0.0 11:0.0 16:1.8861123 17:0.0 18:0.0 # docid:431
0 qid:9129 1:6.6087074 2:1.3473796 3:0.0 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:823
0 qid:9129 1:6.577423 2:6.189353 3:5.1778064 4:2.392474 9:2.4122448 10:2.5873005 11:0.0 16:0.0 17:0.0 18:0.0 # docid:400
1 qid:9129 1:6.4724283 2:5.385414 3:3.0284495 4:0.0 9:2.4122448 10:2.5873005 11:0.0 16:4.28055 17:0.0 18:0.0 # docid:477
0 qid:9129 1:6.4277143 2:2.291484 3:1.4026783 4:0.0 9:0.0 10:0.0 11:0.0 16:2.4530864 17:0.0 18:0.0 # docid:60
2 qid:9129 1:6.4077125 2:5.4415874 3:11.019806 4:7.341464 9:0.5097329 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:413
0 qid:9129 1:6.400635 2:3.6777122 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:528
1 qid:9129 1:6.376642 2:4.500849 3:2.6346211 4:0.0 9:0.6415746 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:362
3 qid:9129 1:6.3491373 2:3.3582134 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:2.6348908 17:0.0 18:0.0 # docid:395
0 qid:9129 1:6.2655735 2:4.433081 3:3.7979074 4:2.2503312 9:2.4122448 10:2.5873005 11:0.0 16:0.0 17:0.0 18:0.0 # docid:398
0 qid:9129 1:6.243417 2:1.2913975 3:0.0 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:825
0 qid:9129 1:6.243417 2:4.2275505 3:4.5098343 4:2.7384193 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:680
0 qid:9129 1:6.1589537 2:3.7543142 3:2.8298142 4:0.0 9:0.44799113 10:0.0 11:0.0 16:3.977228 17:2.676258 18:0.0 # docid:206
0 qid:9129 1:6.0653753 2:5.9428024 3:5.093891 4:0.0 9:2.4122448 10:0.0 11:0.0 16:4.467369 17:3.115817 18:0.0 # docid:259
0 qid:9129 1:5.9569726 2:5.8293014 3:6.8386693 4:2.392474 9:2.6058283 10:2.5873005 11:0.0 16:3.977228 17:2.676258 18:0.0 # docid:292
0 qid:9129 1:5.916393 2:2.3200243 3:3.806199 4:3.7546563 9:0.5097329 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:824
0 qid:9129 1:5.85578 2:3.806621 3:5.7595816 4:0.0 9:0.7036993 10:0.0 11:0.0 16:3.5317717 17:5.59055 18:0.0 # docid:592
0 qid:9129 1:5.7634897 2:5.037826 3:4.008855 4:2.392474 9:0.0 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:267
0 qid:9129 1:5.75436 2:3.6230903 3:1.7585374 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:399
1 qid:9129 1:5.708638 2:3.9844213 3:5.5647364 4:0.0 9:0.5912134 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:426
0 qid:9129 1:5.621922 2:3.6755571 3:3.5947914 4:3.5174925 9:0.0 10:0.0 11:0.0 16:3.5317717 17:0.0 18:0.0 # docid:288
0 qid:9129 1:5.581254 2:2.1159534 3:3.662326 4:0.0 9:0.5097329 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:249
0 qid:9129 1:5.478158 2:3.806621 3:1.7585374 4:0.0 9:0.5912134 10:0.0 11:0.0 16:1.8484652 17:0.0 18:0.0 # docid:396
0 qid:9129 1:5.3553753 2:3.6670604 3:3.7979074 4:2.2503312 9:0.44799113 10:0.0 11:0.0 16:1.8484652 17:0.0 18:0.0 # docid:692
2 qid:9129 1:5.3300257 2:5.6028614 3:11.129991 4:6.764532 9:2.4122448 10:2.5873005 11:0.0 16:2.8115153 17:0.0 18:0.0 # docid:382
0 qid:9129 1:5.3300257 2:5.770533 3:1.868418 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.6348908 17:0.0 18:0.0 # docid:551
0 qid:9129 1:5.3300257 2:2.3833287 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.6348908 17:0.0 18:0.0 # docid:613
0 qid:9129 1:5.126692 2:0.83382344 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:826
0 qid:9129 1:5.050844 2:4.4345813 3:5.4208636 4:5.0804563 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:12
0 qid:9129 1:5.050844 2:2.1159534 3:3.4589095 4:0.0 9:0.44799113 10:0.0 11:0.0 16:1.8484652 17:0.0 18:0.0 # docid:246
0 qid:9129 1:4.952404 2:3.1873739 3:1.868418 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.3315685 17:0.0 18:0.0 # docid:405
0 qid:9129 1:4.952404 2:2.6157565 3:1.868418 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:403
0 qid:9129 1:4.952404 2:3.540162 3:1.868418 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:406
0 qid:9129 1:4.952404 2:3.806621 3:1.868418 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:410
2 qid:9129 1:4.9497375 2:4.1477513 3:4.0992064 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:381
0 qid:9129 1:4.7994533 2:0.9228257 3:1.1689513 4:0.0 9:0.0 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:250
0 qid:9129 1:4.779183 2:2.1647053 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:821
1 qid:9129 1:4.676145 2:1.3932222 3:1.2376966 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:0.0 18:0.0 # docid:438
3 qid:9128 1:16.50223 2:6.0171824 3:10.834713 4:12.235891 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:388
1 qid:9128 1:10.994001 2:7.5578704 3:0.0 4:0.0 9:0.5912134 10:0.0 11:0.0 16:5.648831 17:0.0 18:0.0 # docid:390
1 qid:9128 1:9.923361 2:2.8242133 3:3.1702878 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:389
0 qid:9128 1:9.575758 2:5.375203 3:3.6991708 4:0.0 9:0.0 10:0.0 11:0.0 16:3.6076782 17:0.0 18:0.0 # docid:734
0 qid:9128 1:9.575758 2:5.375203 3:3.6991708 4:0.0 9:0.0 10:0.0 11:0.0 16:3.6076782 17:0.0 18:0.0 # docid:739
0 qid:9128 1:9.192587 2:7.7920446 3:4.583792 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:47
0 qid:9128 1:8.735053 2:7.7664757 3:4.583792 4:0.0 9:0.0 10:0.0 11:0.0 16:7.8139133 17:5.59055 18:0.0 # docid:113
0 qid:9128 1:8.511896 2:2.7969818 3:2.669823 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.8040895 17:0.0 18:0.0 # docid:661
0 qid:9128 1:8.071053 2:3.6179278 3:2.3603218 4:0.0 9:0.5097329 10:0.0 11:0.0 16:3.6076782 17:0.0 18:0.0 # docid:824
0 qid:9128 1:7.4152384 2:4.0382695 3:3.8293133 4:0.0 9:0.5097329 10:0.0 11:0.0 16:3.784913 17:4.8209453 18:0.0 # docid:794
0 qid:9128 1:7.0025315 2:8.328513 3:11.699102 4:7.3856807 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:174
1 qid:9128 1:6.838134 2:2.8242133 3:0.0 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:386
0 qid:9128 1:6.816992 2:0.37115663 3:0.0 4:0.0 9:0.5097329 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:743
0 qid:9128 1:6.615473 2:8.298825 3:5.1566205 4:0.0 9:0.0 10:0.0 11:0.0 16:0.9171114 17:0.0 18:0.0 # docid:95
0 qid:9128 1:6.615473 2:7.489619 3:5.1566205 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:408
0 qid:9128 1:6.427989 2:5.0550437 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:3.5007167 17:0.0 18:0.0 # docid:790
0 qid:9128 1:6.268961 2:8.157081 3:4.8533626 4:0.0 9:0.0 10:0.0 11:0.0 16:7.8139133 17:5.59055 18:0.0 # docid:111
0 qid:9128 1:6.1460695 2:3.2029755 3:3.1702878 4:0.0 9:0.0 10:0.0 11:0.0 16:0.9171114 17:0.0 18:0.0 # docid:5
1 qid:9128 1:6.1460695 2:3.363045 3:3.1702878 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.8653576 17:0.0 18:0.0 # docid:314
0 qid:9128 1:6.1460695 2:6.543009 3:5.678092 4:0.0 9:0.5912134 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:775
0 qid:9128 1:5.8692503 2:4.2365675 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:564
1 qid:9128 1:5.8241444 2:3.0466268 3:2.983845 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:312
0 qid:9128 1:5.7856584 2:4.3978477 3:0.0 4:0.0 9:0.6415746 10:0.0 11:0.0 16:2.7848485 17:0.0 18:0.0 # docid:262
0 qid:9128 1:5.52069 2:4.5910306 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:5.0290647 17:0.0 18:0.0 # docid:597
0 qid:9128 1:5.4545736 2:2.6014676 3:0.0 4:0.0 9:0.6415746 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:846
0 qid:9128 1:5.4545736 2:3.9007883 3:2.2292225 4:0.0 9:0.6415746 10:0.0 11:0.0 16:1.0000647 17:0.0 18:0.0 # docid:841
0 qid:9128 1:5.4545736 2:0.6707647 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:213
0 qid:9128 1:5.431947 2:4.438303 3:2.5078044 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.9171114 17:0.0 18:0.0 # docid:94
0 qid:9128 1:5.431947 2:4.3511863 3:2.5078044 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.9171114 17:0.0 18:0.0 # docid:127
0 qid:9128 1:5.2543993 2:3.5238357 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:800
1 qid:9128 1:5.195961 2:3.7475743 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:352
0 qid:9128 1:5.147427 2:4.116188 3:2.3603218 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:191
0 qid:9128 1:5.147427 2:5.7071667 3:7.213684 4:5.87498 9:0.5912134 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:192
0 qid:9128 1:5.0844646 2:0.7667831 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8040895 17:0.0 18:0.0 # docid:99
0 qid:9128 1:4.8912296 2:3.9159493 3:2.2292225 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:746
0 qid:9128 1:4.739883 2:4.2493615 3:4.054513 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:89
0 qid:9128 1:4.739883 2:4.3511863 3:2.5078044 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.8653576 17:0.0 18:0.0 # docid:569
0 qid:9128 1:4.739883 2:4.438303 3:4.3078556 4:0.0 9:0.5912134 10:0.0 11:0.0 16:3.784913 17:4.8209453 18:0.0 # docid:217
0 qid:9128 1:4.739883 2:4.2493615 3:2.5078044 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:558
0 qid:9128 1:4.7297525 2:2.7711084 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:260
0 qid:9128 1:4.6723924 2:5.7411246 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:5.0290647 17:0.0 18:0.0 # docid:157
0 qid:9128 1:4.6723924 2:5.7411246 3:6.6414433 4:0.0 9:0.0 10:0.0 11:0.0 16:5.0290647 17:0.0 18:0.0 # docid:287
0 qid:9128 1:4.659326 2:4.896246 3:0.0 4:0.0 9:0.5097329 10:0.0 11:0.0 16:3.6076782 17:0.0 18:0.0 # docid:371
1 qid:9128 1:4.602334 2:0.9884647 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:339
0 qid:9128 1:4.4916124 2:3.9829638 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8040895 17:0.0 18:0.0 # docid:64
0 qid:9128 1:4.3990192 2:0.5566225 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:189
0 qid:9128 1:4.3990192 2:3.9365916 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:3.5007167 17:0.0 18:0.0 # docid:194
0 qid:9128 1:4.268056 2:3.7065594 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:1
0 qid:9128 1:4.268056 2:3.5396323 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:559
1 qid:9128 1:4.091972 2:2.890579 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:387
3 qid:9020 1:9.2394495 2:1.8530444 3:5.9905467 4:6.805723 9:1.806572 10:0.0 11:0.0 16:1.6192445 17:4.5001802 18:0.0 # docid:89
0 qid:9020 1:6.276634 2:2.0632713 3:6.8265758 4:6.3758383 9:0.0 10:0.0 11:0.0 16:1.4390465 17:3.3874464 18:0.0 # docid:199
0 qid:9020 1:5.928618 2:3.644335 3:6.9171247 4:3.3127031 9:4.4724493 10:2.6872776 11:0.0 16:1.2639312 17:3.3874464 18:0.0 # docid:344
0 qid:9020 1:5.353335 2:0.7212102 3:2.6920033 4:2.0550582 9:0.0 10:0.0 11:0.0 16:0.8228297 17:1.5293598 18:0.0 # docid:404
0 qid:9020 1:5.353335 2:0.7669313 3:3.158461 4:2.0550582 9:0.0 10:0.0 11:0.0 16:1.1494895 17:1.5293598 18:0.0 # docid:401
0 qid:9020 1:5.353335 2:1.3072754 3:5.9905467 4:3.940446 9:0.0 10:0.0 11:0.0 16:1.2639312 17:3.3874464 18:0.0 # docid:397
0 qid:9020 1:5.353335 2:1.6424577 3:3.2985435 4:0.0 9:1.0150998 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:517
0 qid:9020 1:5.142261 2:3.1999142 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:509
2 qid:9020 1:4.966135 2:4.307819 3:5.058508 4:1.9619738 9:2.1389503 10:1.2124112 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:61
0 qid:9020 1:4.872915 2:3.2445974 3:3.9049258 4:0.0 9:1.0150998 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:301
0 qid:9020 1:4.8106947 2:3.0391574 3:3.2985435 4:1.8853878 9:0.0 10:0.0 11:0.0 16:1.2639312 17:3.3874464 18:0.0 # docid:409
0 qid:9020 1:4.743329 2:3.6293893 3:4.109726 4:0.0 9:3.703259 10:2.6872776 11:0.0 16:0.0 17:0.0 18:0.0 # docid:760
2 qid:9020 1:4.6593504 2:4.2105236 3:4.190831 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:154
3 qid:9020 1:4.6303797 2:3.3128304 3:3.883028 4:4.397366 9:4.236822 10:1.2124112 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:87
0 qid:9020 1:4.6303797 2:4.0893536 3:3.1340246 4:0.0 9:2.0555522 10:1.4245096 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:508
0 qid:9020 1:4.4998617 2:2.738113 3:3.50465 4:2.1580098 9:2.867062 10:0.0 11:0.0 16:0.65752363 17:0.0 18:0.0 # docid:772
0 qid:9020 1:4.4998617 2:2.830699 3:2.860211 4:2.1936185 9:0.0 10:0.0 11:0.0 16:0.65752363 17:0.0 18:0.0 # docid:19
0 qid:9020 1:4.4998617 2:3.1748168 3:3.50465 4:2.0125082 9:0.0 10:0.0 11:0.0 16:1.2639312 17:3.3874464 18:0.0 # docid:535
0 qid:9020 1:4.2511353 2:3.6192946 3:5.4455 4:1.8853878 9:0.0 10:0.0 11:0.0 16:1.2639312 17:3.3874464 18:0.0 # docid:380
0 qid:9020 1:4.2189617 2:2.0880222 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:407
0 qid:9020 1:4.2189617 2:3.8138542 3:2.281107 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:507
0 qid:9020 1:4.0284653 2:2.6234984 3:4.488863 4:1.7733723 9:0.0 10:0.0 11:0.0 16:1.2639312 17:3.3874464 18:0.0 # docid:656
0 qid:9020 1:4.0201445 2:4.313947 3:6.216447 4:3.1456609 9:2.867062 10:0.0 11:0.0 16:1.2639312 17:3.3874464 18:0.0 # docid:324
0 qid:9020 1:3.9979768 2:3.5568304 3:2.1469564 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:510
3 qid:9020 1:3.9154038 2:1.9332241 3:2.433445 4:2.24567 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:85
3 qid:9020 1:3.9154038 2:1.584213 3:0.8882673 4:0.0 9:1.0373815 10:0.0 11:0.0 16:0.5651028 17:0.0 18:0.0 # docid:82
3 qid:9020 1:3.9154038 2:1.584213 3:0.8882673 4:0.0 9:1.0373815 10:0.0 11:0.0 16:0.5651028 17:0.0 18:0.0 # docid:81
0 qid:9020 1:3.9154038 2:2.0050266 3:2.7448564 4:0.0 9:0.0 10:0.0 11:0.0 16:0.6162168 17:0.0 18:0.0 # docid:198
0 qid:9020 1:3.8279605 2:3.2901254 3:2.027708 4:0.0 9:4.39697 10:2.6872776 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:245
0 qid:9020 1:3.8279605 2:3.683414 3:4.8724113 4:1.6739205 9:2.3745775 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:243
0 qid:9020 1:3.8279605 2:2.7108703 3:2.9514022 4:1.7733723 9:0.76919043 10:0.0 11:0.0 16:1.419694 17:3.8653247 18:0.0 # docid:616
0 qid:9020 1:3.8279605 2:2.1525261 3:1.3012544 4:0.0 9:0.8751996 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:319
0 qid:9020 1:3.8279605 2:3.5724833 3:7.281106 4:3.8361564 9:2.3869987 10:0.0 11:0.0 16:1.590591 17:3.3874464 18:0.0 # docid:376
0 qid:9020 1:3.793566 2:1.7386504 3:0.9474691 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:514
0 qid:9020 1:3.793566 2:1.2185405 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:541
0 qid:9020 1:3.6596265 2:1.3529965 3:6.4570045 4:6.3758383 9:0.0 10:0.0 11:0.0 16:1.590591 17:3.3874464 18:0.0 # docid:450
0 qid:9020 1:3.6596265 2:1.3529965 3:6.4570045 4:6.3758383 9:0.0 10:0.0 11:0.0 16:1.590591 17:3.3874464 18:0.0 # docid:447
0 qid:9020 1:3.6188717 2:3.3740623 3:6.9171247 4:3.3127031 9:2.0978718 10:0.0 11:0.0 16:1.2639312 17:3.3874464 18:0.0 # docid:495
2 qid:9020 1:3.6160536 2:1.8530444 3:6.8265758 4:8.337812 9:2.384131 10:1.7265515 11:0.0 16:1.2639312 17:3.3874464 18:0.0 # docid:38
2 qid:9020 1:3.6160536 2:1.7312775 3:4.53624 4:4.2061267 9:1.0373815 10:0.0 11:0.0 16:1.6192445 17:4.5001802 18:0.0 # docid:52
3 qid:9020 1:3.58388 2:1.6424577 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:86
3 qid:9020 1:3.58388 2:2.9345665 3:5.915144 4:5.8785005 9:3.4119592 10:4.1387935 11:3.2725642 16:0.5651028 17:0.0 18:0.0 # docid:90
0 qid:9020 1:3.58388 2:1.7076827 3:0.8882673 4:0.0 9:2.384131 10:1.7265515 11:0.0 16:0.49546134 17:0.0 18:0.0 # docid:343
0 qid:9020 1:3.58388 2:2.5350382 3:4.058555 4:3.6328304 9:3.4119592 10:4.1387935 11:3.2725642 16:0.0 17:0.0 18:0.0 # docid:611
0 qid:9020 1:3.5628815 2:1.5507108 3:0.7895932 4:0.0 9:2.0555522 10:1.4245096 11:0.0 16:0.0 17:0.0 18:0.0 # docid:506
0 qid:9020 1:3.4266481 2:0.8694166 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1494895 17:0.0 18:0.0 # docid:255
0 qid:9020 1:3.4266481 2:1.6590722 3:1.2376966 4:0.0 9:1.0150998 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:562
3 qid:9020 1:3.39616 2:1.8530444 3:3.7446423 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.5651028 17:0.0 18:0.0 # docid:84
3 qid:9020 1:3.39616 2:1.556351 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.49546134 17:0.0 18:0.0 # docid:83
0 qid:9020 1:3.39616 2:1.8278902 3:2.6054144 4:2.094258 9:2.384131 10:1.7265515 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:498
1 qid:9136 1:17.965446 2:4.9282665 3:12.377141 4:15.956762 9:0.5097329 10:0.0 11:0.0 16:4.862298 17:10.657836 18:11.073704 # docid:431
3 qid:9136 1:16.729086 2:7.1915927 3:12.0403185 4:10.598312 9:2.9961107 10:2.961068 11:0.0 16:4.4211965 17:3.7486017 18:0.0 # docid:433
0 qid:9136 1:8.360359 2:0.24718633 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:724
2 qid:9136 1:7.8382454 2:6.850999 3:2.1673806 4:0.0 9:0.76919043 10:0.0 11:0.0 16:3.1118522 17:0.0 18:0.0 # docid:363
0 qid:9136 1:7.457266 2:3.0239358 3:0.0 4:0.0 9:1.4607059 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:760
2 qid:9136 1:7.407715 2:6.107653 3:1.9392837 4:0.0 9:0.76919043 10:0.0 11:0.0 16:2.9761858 17:2.5131984 18:0.0 # docid:351
2 qid:9136 1:7.237686 2:3.9110289 3:6.534419 4:7.0970592 9:1.2171816 10:0.0 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:352
0 qid:9136 1:7.1261406 2:4.226419 3:1.3863258 4:0.0 9:2.5189052 10:0.0 11:0.0 16:2.153356 17:0.0 18:0.0 # docid:831
0 qid:9136 1:6.949803 2:3.4354413 3:0.0 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:809
0 qid:9136 1:6.4081936 2:4.2903137 3:0.0 4:0.0 9:2.5481195 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:742
0 qid:9136 1:5.6324925 2:3.0473926 3:4.273342 4:3.4371166 9:0.7036993 10:0.0 11:0.0 16:1.1494895 17:0.0 18:0.0 # docid:541
0 qid:9136 1:5.5688972 2:1.5728022 3:0.0 4:0.0 9:1.1015688 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:61
0 qid:9136 1:5.5688972 2:4.4418993 3:3.2793221 4:0.0 9:1.908697 10:0.0 11:0.0 16:2.9761858 17:2.5131984 18:0.0 # docid:833
0 qid:9136 1:5.4467463 2:4.655152 3:3.2793221 4:0.0 9:2.6778874 10:0.0 11:0.0 16:2.9761858 17:2.5131984 18:0.0 # docid:24
0 qid:9136 1:5.40123 2:5.0427155 3:1.3047968 4:0.0 9:0.0 10:0.0 11:0.0 16:2.1185508 17:0.0 18:0.0 # docid:215
0 qid:9136 1:5.3211613 2:4.0974846 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.708942 17:0.0 18:0.0 # docid:407
0 qid:9136 1:5.0575123 2:3.887383 3:0.0 4:0.0 9:0.8751996 10:0.0 11:0.0 16:2.7859116 17:0.0 18:0.0 # docid:50
1 qid:9136 1:5.042444 2:0.77127373 3:0.0 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:510
0 qid:9136 1:5.042444 2:3.6155467 3:0.0 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:810
0 qid:9136 1:4.7914715 2:4.414254 3:0.0 4:0.0 9:2.5338326 10:0.0 11:0.0 16:2.8474998 17:0.0 18:0.0 # docid:402
2 qid:9136 1:4.7268314 2:5.4913473 3:4.0063257 4:2.9736283 9:0.7036993 10:0.0 11:0.0 16:2.1185508 17:0.0 18:0.0 # docid:443
0 qid:9136 1:4.554067 2:1.7953618 3:0.0 4:0.0 9:1.1015688 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:295
0 qid:9136 1:4.554067 2:3.1623268 3:1.2323245 4:0.0 9:2.6778874 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:56
